report_id,created_at,user_id,name,phone,province,lat,lng,text_content,image_label,text_label,urgency_score,network_mode,sync_status
b44b888e-1f8c-42c5-9aa9-56125cb1464d,2026-05-20T13:00:00+00:00,522aa901-f31e-4909-8691-24222efcff4c,Tran Thi Bich,0568353204,Ha Tinh,18.359534,105.884271,"Gia dinh toi da on dinh, khong can ho tro them.",none,irrelevant,0.3653,full,synced
30d670b5-c6d2-4107-8fa8-7e8334753e12,2026-05-20T13:38:00+00:00,1968c97b-ab36-4551-8d71-761a45a4b34f,Vo Minh Khoa,0995758349,Ha Tinh,18.362146,105.886296,Gia dinh toi da di chuyen len cao hon.,low,need_supplies,0.5638,full,synced
32cbc2c4-7e8b-45ce-aec6-e15bf148e0c3,2026-05-20T13:12:00+00:00,f5f4661d-3fbb-4d7e-ad2a-88111676d24c,Dang Ngoc Anh,0612614124,Ha Tinh,18.358253,105.886446,"Duong vao con bi ngap nhe, hien tai van an toan.",low,urgent_rescue,0.6158,full,synced
147d983c-484f-4ccd-8685-38189b575ddf,2026-05-20T13:49:00+00:00,33f56b71-9617-4f8c-9045-a8c7d09e8091,Bui Thi Mai,0919289546,Ha Tinh,18.355554,105.881607,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,urgent_rescue,0.6386,full,pending
09ea6a2e-54ce-4d7d-8c41-f648ccb8cda8,2026-05-22T11:59:00+00:00,9c3442a2-695b-42f2-b9a6-6f9863f2eebc,Hoang Gia Bao,0897225156,Ha Tinh,18.354842,105.889629,"Nha dang bi ngap mot phan, can ho tro di chuyen.",medium,safe_update,0.4491,metadata,synced
e550b191-d407-4b2d-969c-ec772f5e8c12,2026-05-22T12:08:00+00:00,404a693a-28da-4876-8e1c-fba63198daaa,Pham Thu Ha,0319528530,Ha Tinh,18.348504,105.885875,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,urgent_rescue,0.5536,full,pending
1c278b34-83d8-4b6f-853c-4c888630797f,2026-05-22T11:13:00+00:00,8f89ccab-3d74-47a4-9df4-e06d108ef64a,Pham Thu Ha,0727758595,Ha Tinh,18.354218,105.88347,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,safe_update,0.4486,metadata,synced
08b6bf79-30de-41b8-8b39-26852ad2ac9b,2026-05-22T12:07:00+00:00,0307496d-740c-4fb0-819a-a04662dc125b,Hoang Gia Bao,0566851760,Ha Tinh,18.353543,105.8901,Gia dinh toi da di chuyen len cao hon.,low,need_supplies,0.5127,metadata,pending
f8faf86f-b138-4d09-be23-cb1c9611f928,2026-05-22T13:52:00+00:00,df756726-a483-4d13-ac60-da64a08f7147,Tran Thi Bich,0435714784,Ha Tinh,18.355339,105.883718,"Duong vao con bi ngap nhe, hien tai van an toan.",low,need_supplies,0.5371,full,synced
e303c555-967b-4d40-84e3-ec5c6c32ec6e,2026-05-22T12:16:00+00:00,02a95704-f496-43a2-87bc-09496ff185ac,Tran Thi Bich,0397529405,Ha Tinh,18.350645,105.890702,Thoi tiet hoi am uot nhung chua co ngap lu.,none,irrelevant,0.3582,metadata,synced
84001b8e-4b34-4852-ba13-f13591e1f377,2026-05-22T12:05:00+00:00,37df289e-fc3a-4b71-9dec-7231d2e65dbf,Nguyen Van An,0460864911,Ha Tinh,18.347978,105.887203,"Duong vao con bi ngap nhe, hien tai van an toan.",low,need_supplies,0.5319,full,synced
a792a373-33c1-4d12-a3b8-ec1767970206,2026-05-22T13:01:00+00:00,d6c81866-4233-457c-af69-f11b1f0c4cdd,Bui Thi Mai,0435487660,Ha Tinh,18.349049,105.889101,"Nha dang bi ngap mot phan, can ho tro di chuyen.",medium,safe_update,0.5501,metadata,synced
5e645c7a-7b7d-429f-acda-511dc66cd8e0,2026-05-22T13:23:00+00:00,3a5be93d-de91-4d9f-832e-9bbcad9030b6,Le Hoang Nam,0378159587,Ha Tinh,18.34703,105.885655,"Gia dinh toi da on dinh, khong can ho tro them.",none,irrelevant,0.3911,full,synced
d2833339-c6f1-4fa3-8667-fa3d6e0d4f17,2026-05-22T13:57:00+00:00,657ee3ec-c127-460c-aa5c-50e8a9470b60,Nguyen Van An,0721003626,Ha Tinh,18.354238,105.886466,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,urgent_rescue,0.7952,full,synced
dc5edb5b-9128-447c-8c9c-8130a4ae00b4,2026-05-22T12:11:00+00:00,e8ed0c7b-decd-4420-88b7-c4a5335c9f3a,Vo Minh Khoa,0652436584,Ha Tinh,18.34832,105.889278,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,need_supplies,0.5811,metadata,pending
c0d0dfb5-3730-4eeb-ad85-1bb7786850ae,2026-05-22T13:44:00+00:00,ee10e25e-c66e-47cb-9d9b-606741b5fc81,Vo Minh Khoa,0456843172,Ha Tinh,18.355468,105.891797,Thoi tiet hoi am uot nhung chua co ngap lu.,none,safe_update,0.4867,metadata,synced
4d27772b-08bb-4c58-bca8-69bdbbcaefa3,2026-05-22T11:45:00+00:00,78b7ca7c-c783-4341-89ea-770b394fe97e,Nguyen Van An,0884437458,Ha Tinh,18.350425,105.887721,"Duong vao con bi ngap nhe, hien tai van an toan.",low,irrelevant,0.5093,full,synced
714454ea-9fd0-4886-8866-479e304a4ef6,2026-05-20T16:55:00+00:00,3b0614d6-cdbe-4a51-8358-d73d8aeb448e,Vo Minh Khoa,0775569635,Quang Binh,17.461421,106.61468,"Duong vao con bi ngap nhe, hien tai van an toan.",low,safe_update,0.3096,metadata,pending
1f2307bf-f7b2-45d8-ab96-5d8cfcd0f19d,2026-05-20T18:28:00+00:00,1e4ddaf1-e21a-4045-9846-c795f4ca3404,Vo Minh Khoa,0469302158,Quang Binh,17.462697,106.615275,"Thong tin cap nhat tinh hinh khu vuc, moi nguoi an toan.",none,irrelevant,0.1717,full,pending
ecc6ab39-8817-441a-be44-46f14e3ca864,2026-05-20T16:05:00+00:00,0b2a3d59-897c-45e7-86af-30032cec0bf6,Dang Ngoc Anh,0784158663,Quang Binh,17.467391,106.619004,"Gia dinh toi da on dinh, khong can ho tro them.",none,urgent_rescue,0.438,full,pending
ee4d8c40-e1c1-4f64-9af5-8105b83c5a4d,2026-05-20T15:56:00+00:00,25191c79-7ba2-4295-93a4-82c88b81bfda,Hoang Gia Bao,0730743797,Quang Binh,17.466975,106.614675,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,need_supplies,0.4831,full,pending
2001d2e4-1d6e-4d59-a3d5-f7ecc236eaf4,2026-05-20T16:31:00+00:00,49e09ad0-a099-4d2d-8854-73addde36690,Hoang Gia Bao,0999913412,Quang Binh,17.466818,106.613008,"Muc nuoc dang tang, can theo doi them.",medium,need_supplies,0.5653,metadata,pending
38d8a9d8-8c88-4a80-9bea-f9c9f16be424,2026-05-20T18:45:00+00:00,70ad61cd-2946-462c-b685-cb9f194244d1,Bui Thi Mai,0550962024,Quang Binh,17.459858,106.620634,Can ho tro khan cap vi nuoc dang len rat nhanh.,high,urgent_rescue,0.584,metadata,pending
d36b1c7e-3948-4899-8c0a-68e8d5ea3e9c,2026-05-20T18:34:00+00:00,0a66854f-42bd-4c0f-8f78-fc50ff7d235a,Vo Minh Khoa,0596098221,Quang Binh,17.460623,106.615739,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,irrelevant,0.488,full,synced
4f642ab4-b638-4799-a8c8-0c2509cd0069,2026-05-20T17:10:00+00:00,d6905961-fbd7-41cb-82af-2b863ab5e7e6,Vo Minh Khoa,0324549543,Quang Binh,17.467338,106.613823,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,urgent_rescue,0.7063,full,synced
9c8c65d9-5679-4e73-9c7e-a839dfe13454,2026-05-20T17:37:00+00:00,5ddfe190-3822-4222-8633-cbd1c252ba8a,Vo Minh Khoa,0368526649,Quang Binh,17.464341,106.617387,"Duong vao con bi ngap nhe, hien tai van an toan.",low,safe_update,0.4629,metadata,synced
7f6877e0-333a-4688-8ea3-a4f48005f9c1,2026-05-20T18:37:00+00:00,f0c32d12-5fa8-4671-a6c8-3c756ee9a3f2,Dang Ngoc Anh,0826726926,Quang Binh,17.460658,106.616666,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,irrelevant,0.5495,full,pending
ab925ef7-6b9b-4601-a5ca-5bfa699a3ff3,2026-05-20T17:30:00+00:00,f9b8908d-4d1d-4ccf-b3ca-6cd6cc22f54d,Hoang Gia Bao,0833357554,Quang Binh,17.461821,106.619059,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,urgent_rescue,0.6781,full,synced
10e84823-7b16-4555-85bf-936ae310a14a,2026-05-20T15:46:00+00:00,101779f9-5e45-4549-b0da-3ef7d18b0c54,Dang Ngoc Anh,0669295515,Quang Binh,17.46162,106.614676,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,need_supplies,0.6572,full,synced
8d22251b-b9c2-4824-a4ad-347466a1185b,2026-05-20T16:29:00+00:00,c960ad54-d80e-4578-b6a8-0208e2b33dfb,Tran Thi Bich,0941523529,Quang Binh,17.464815,106.615339,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,need_supplies,0.6585,full,pending
0dfea266-71b2-4c35-9921-5d229ed97e1f,2026-05-20T15:52:00+00:00,c38613a3-4197-4bf4-9894-1f973ff05a3e,Bui Thi Mai,0694525678,Quang Binh,17.459301,106.62164,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,safe_update,0.5952,full,synced
7b41c621-6269-4d54-beb7-18d7d05a4013,2026-05-22T02:12:00+00:00,34d593c5-23cb-4e3b-bc95-d04bf2da26f6,Bui Thi Mai,0384813739,Quang Binh,17.466277,106.621721,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,need_supplies,0.5732,metadata,synced
87d1893f-c921-403a-bff5-e59149e9fb6f,2026-05-22T03:43:00+00:00,064a644c-95a1-4591-ba90-964c4ceec7fa,Bui Thi Mai,0777750178,Quang Binh,17.465279,106.628643,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,irrelevant,0.4,metadata,synced
294336a6-2c05-439c-8913-821fb9536ebd,2026-05-22T02:25:00+00:00,439490d0-eeb8-49a7-977c-9927bd13640b,Vo Minh Khoa,0979967676,Quang Binh,17.465964,106.624024,Gia dinh toi da di chuyen len cao hon.,low,need_supplies,0.4772,full,synced
af5d8f86-e450-4651-a7f6-429ef65f3b4e,2026-05-22T02:58:00+00:00,461877f9-192f-4063-bfa4-b666cb0a227a,Le Hoang Nam,0461410126,Quang Binh,17.461381,106.622774,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,urgent_rescue,0.6975,full,pending
1cd32957-8253-4ed6-a452-ea8982564b8e,2026-05-22T03:29:00+00:00,da1efe89-6128-4b62-8929-87162217ccd7,Hoang Gia Bao,0988393811,Quang Binh,17.462249,106.623945,Thoi tiet hoi am uot nhung chua co ngap lu.,none,irrelevant,0.3667,full,synced
18cf7a63-0e37-4d95-b3ab-9fddcb330acb,2026-05-22T04:12:00+00:00,41ecd71f-7c8f-4c81-a31b-9fb45623df55,Hoang Gia Bao,0783300637,Quang Binh,17.462694,106.619805,"Muc nuoc dang tang, can theo doi them.",medium,safe_update,0.5671,metadata,synced
3e4a4985-83a8-46ce-ba5d-82a4eada9c5a,2026-05-22T02:54:00+00:00,58f53338-8860-4a73-b11a-128a3b103033,Hoang Gia Bao,0832151928,Quang Binh,17.463193,106.620013,"Muc nuoc dang tang, can theo doi them.",medium,safe_update,0.5805,metadata,synced
7ce43b22-a427-4d37-95bd-ca4f87831706,2026-05-22T04:01:00+00:00,5b39cf60-3f45-4efa-aff5-42cea6235185,Hoang Gia Bao,0471968116,Quang Binh,17.459514,106.623298,"Nha dang bi ngap mot phan, can ho tro di chuyen.",medium,urgent_rescue,0.6913,full,pending
000c486f-acff-43db-aa99-c60594e12c1f,2026-05-22T03:41:00+00:00,052f3372-6fb3-44fe-882b-024329c8772b,Hoang Gia Bao,0520993268,Quang Binh,17.462212,106.626603,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,safe_update,0.563,metadata,pending
e179face-81c6-440c-9571-55ad88edc288,2026-05-22T03:14:00+00:00,45d41fa9-fd21-4dd6-aafe-ddbcf7a88230,Nguyen Van An,0436757737,Quang Binh,17.461289,106.620369,Can ho tro khan cap vi nuoc dang len rat nhanh.,high,urgent_rescue,0.794,full,pending
40577e19-807a-4f01-b7fe-53de01266920,2026-05-22T03:46:00+00:00,a9e80038-9450-4425-9762-e0654c8b405e,Dang Ngoc Anh,0491321540,Quang Binh,17.465296,106.624827,Gia dinh toi da di chuyen len cao hon.,low,safe_update,0.5244,metadata,pending
802c2371-d678-4508-b880-49bac2f9b1ac,2026-05-22T02:26:00+00:00,1ca99e85-d6c5-42e5-a8d9-37e884d9f1ae,Hoang Gia Bao,0636619372,Quang Binh,17.467953,106.620724,"Gia dinh toi da on dinh, khong can ho tro them.",none,safe_update,0.5001,full,synced
dd24bc94-291c-4f4b-bc71-d38be6824250,2026-05-22T02:11:00+00:00,d39c462f-d068-44fd-bb51-9f293f3ba1df,Nguyen Van An,0581503856,Quang Binh,17.465546,106.622466,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,safe_update,0.7,full,synced
74a61d8d-a047-4fdb-9e5d-5e47efdaf544,2026-05-21T19:02:00+00:00,4cc128f6-7292-4a2f-9bd1-9b0e2f06c905,Vo Minh Khoa,0782232344,Quang Tri,16.749415,107.206826,"Muc nuoc dang tang, can theo doi them.",medium,need_supplies,0.3426,full,synced
08e94e98-0aaf-4a34-8233-178f7cdeb4b8,2026-05-21T20:01:00+00:00,0aac2202-5530-43eb-affe-a249e3a53ee8,Bui Thi Mai,0472372114,Quang Tri,16.74611,107.207033,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,urgent_rescue,0.4586,full,pending
f9c82013-26c8-43f6-8ce1-3c91d95db71d,2026-05-21T19:36:00+00:00,224e1204-5dd0-42b7-abb7-b201f9e289bd,Dang Ngoc Anh,0590014570,Quang Tri,16.751353,107.201005,"Thong tin cap nhat tinh hinh khu vuc, moi nguoi an toan.",none,irrelevant,0.2194,full,pending
a722cf71-f6ec-4ce2-95d5-0f1bc661c4ff,2026-05-21T18:18:00+00:00,1917f8f0-e337-4b3d-b61c-014816e5d758,Bui Thi Mai,0875876924,Quang Tri,16.744465,107.205849,Gia dinh toi da di chuyen len cao hon.,low,safe_update,0.3573,full,pending
76b838d0-385d-4a93-a6ec-33012e543cdd,2026-05-21T19:13:00+00:00,d4c19c0f-e7a3-47b8-a79c-b7ca058afccd,Dang Ngoc Anh,0683871890,Quang Tri,16.749921,107.202124,"Duong vao con bi ngap nhe, hien tai van an toan.",low,safe_update,0.386,full,pending
4c0883e6-7e51-4529-9f3d-bc86094f9a19,2026-05-21T18:34:00+00:00,c9ebe159-ef4f-423b-b9d6-aed99173ff3b,Le Hoang Nam,0439042654,Quang Tri,16.74577,107.20586,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,safe_update,0.4099,full,synced
e6dbb5e3-a587-4f3d-b717-9a4748d01c48,2026-05-21T19:44:00+00:00,3e2fc61d-5a11-493d-893f-37a1b49358e4,Dang Ngoc Anh,0450569669,Quang Tri,16.749066,107.208193,"Nha dang bi ngap mot phan, can ho tro di chuyen.",medium,need_supplies,0.559,full,pending
e5c79853-1743-418b-acf5-ab941f8329d4,2026-05-21T17:43:00+00:00,fc2c0422-b5d4-4377-a2a2-f11c4b976c4a,Bui Thi Mai,0311646234,Quang Tri,16.748675,107.205645,"Thong tin cap nhat tinh hinh khu vuc, moi nguoi an toan.",none,irrelevant,0.3258,full,synced
74a3fd63-5272-49bd-945c-1130f4d92907,2026-05-21T18:17:00+00:00,a8b2078a-015f-4b66-8d9c-d7a4e232408a,Tran Thi Bich,0676001106,Quang Tri,16.752384,107.20164,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,urgent_rescue,0.7119,full,pending
74fb20b8-b7bc-4e5f-bfe6-90f4c0431fe9,2026-05-21T18:08:00+00:00,6b454091-92c0-4cb6-84da-8ce02fb984c2,Hoang Gia Bao,0790010790,Quang Tri,16.750995,107.20791,Thoi tiet hoi am uot nhung chua co ngap lu.,none,safe_update,0.4143,full,synced
d691bafb-fbbe-43b9-9f54-6f1518656fc9,2026-05-21T19:25:00+00:00,690f6c8f-e338-4bf9-a2b5-2bc60a79c1e0,Nguyen Van An,0723318904,Quang Tri,16.751871,107.202044,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,safe_update,0.4941,full,pending
5afaf58e-108d-44ba-9fc7-122d751d79b0,2026-05-21T20:19:00+00:00,e0c8f126-d806-48b0-8c09-79a90434adb8,Hoang Gia Bao,0689699989,Quang Tri,16.744426,107.201527,Gia dinh toi da di chuyen len cao hon.,low,need_supplies,0.5382,full,pending
376e0e9a-b664-4d66-8f06-8711a040543e,2026-05-21T18:42:00+00:00,a74e7b45-3b5a-4d52-b92c-ff76c3deeeb3,Pham Thu Ha,0625405014,Quang Tri,16.750022,107.203454,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,irrelevant,0.5485,full,synced
73e8a8d1-1125-4503-b43b-9c8689f7e64c,2026-05-21T18:06:00+00:00,45047619-a561-45dd-93f2-629fd1501e3a,Vo Minh Khoa,0626690465,Quang Tri,16.744338,107.200861,Gia dinh toi da di chuyen len cao hon.,low,safe_update,0.5179,full,synced
b4097cb6-faec-406f-919e-ca78dab6dd1a,2026-05-21T10:52:00+00:00,9446420e-c8ec-41ae-ba19-72435220c365,Nguyen Van An,0946173157,Quang Tri,16.746591,107.200187,"Thong tin cap nhat tinh hinh khu vuc, moi nguoi an toan.",none,safe_update,0.3093,metadata,pending
033b8a0e-3285-4e79-ab0e-28f87967408b,2026-05-21T11:14:00+00:00,89ae190a-ed2d-46d6-83b8-c04a69106bbd,Bui Thi Mai,0373083727,Quang Tri,16.745843,107.202998,"Duong vao con bi ngap nhe, hien tai van an toan.",low,safe_update,0.4117,full,synced
c52bbf8c-5368-4368-92ad-72086f37f3f0,2026-05-21T09:43:00+00:00,8048b7e3-ea83-40ad-8dcb-64274afb3e0a,Nguyen Van An,0621819185,Quang Tri,16.742948,107.200996,"Duong vao con bi ngap nhe, hien tai van an toan.",low,irrelevant,0.3866,full,synced
eb81e3b7-8d18-4446-83de-4d775aa899b7,2026-05-21T10:45:00+00:00,95a775f0-150c-44ab-b70b-39a9c625fedf,Bui Thi Mai,0617275149,Quang Tri,16.747764,107.202177,"Gia dinh toi da on dinh, khong can ho tro them.",none,irrelevant,0.3566,full,synced
8de33101-b717-4922-b589-d7fc18681265,2026-05-21T11:42:00+00:00,746d947d-3052-45fa-ab49-19bb56cf9506,Vo Minh Khoa,0675056916,Quang Tri,16.743958,107.195218,"Duong vao con bi ngap nhe, hien tai van an toan.",low,need_supplies,0.4762,metadata,synced
55492b7a-c35a-4cdc-853c-95e99008f8a9,2026-05-21T10:03:00+00:00,948455df-78ab-4f25-ab64-6309339abedc,Pham Thu Ha,0925228493,Quang Tri,16.746368,107.19755,"Thong tin cap nhat tinh hinh khu vuc, moi nguoi an toan.",none,safe_update,0.4116,full,synced
4fc95853-ba20-4e6c-8d8f-298918fd1cf3,2026-05-21T11:09:00+00:00,c7fa2c42-236b-4589-9800-f63c48e2eb2e,Bui Thi Mai,0642713008,Quang Tri,16.748374,107.19738,Xin cung cap thuc pham va nuoc sach cho khu vuc nay.,medium,need_supplies,0.6161,full,pending
6c8d8215-ac35-4665-b24c-46924655903f,2026-05-21T11:35:00+00:00,804eac99-1d0f-4de1-b387-b53e0a1f2a12,Hoang Gia Bao,0578147397,Quang Tri,16.744554,107.202667,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,urgent_rescue,0.7674,full,synced
fb098a8e-9957-44eb-b23d-60a8ce0983ce,2026-05-21T11:32:00+00:00,6d603e3a-1068-430c-a904-d33632b8ab16,Bui Thi Mai,0554619335,Quang Tri,16.745199,107.200693,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,urgent_rescue,0.7757,full,synced
18fa4f6d-7365-49e7-b857-c7cd7fbc4177,2026-05-21T10:24:00+00:00,495c5a95-ec24-41c5-b7ef-165110994a57,Hoang Gia Bao,0352704903,Quang Tri,16.747806,107.20358,Vung nay co nuoc ngap nhung chua qua nghiem trong.,low,need_supplies,0.6029,full,synced
4bdbe8e6-c718-4e08-a56c-bacfaf7d2fc5,2026-05-21T10:40:00+00:00,c365696c-e88c-4ab7-a855-b884d84f7000,Nguyen Van An,0477416376,Quang Tri,16.748876,107.201885,"Muc nuoc dang tang, can theo doi them.",medium,urgent_rescue,0.7333,full,pending
a9aa3e8d-e36c-4157-a78a-b7e7fc2db61a,2026-05-21T10:54:00+00:00,77ce6e03-0a95-4cf1-a87a-213f06b2bb56,Le Hoang Nam,0373013961,Quang Tri,16.740877,107.202947,Thoi tiet hoi am uot nhung chua co ngap lu.,none,need_supplies,0.5244,full,synced
c23ab1f3-d03b-4aaf-bc23-b37df1779e66,2026-05-21T10:43:00+00:00,4d842e35-8be4-4601-84a9-b001f30911ee,Hoang Gia Bao,0594127561,Quang Tri,16.745828,107.202419,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,safe_update,0.7046,metadata,synced
680d5586-1e09-4b19-bd85-ab778671a4e9,2026-05-20T04:07:00+00:00,6a334668-db6f-4ffe-b697-a1f9d4564cf3,Tran Thi Bich,0632329103,Thua Thien Hue,16.460042,107.59098,"Thong tin cap nhat tinh hinh khu vuc, moi nguoi an toan.",none,irrelevant,0.1082,metadata,pending
27b67b9b-1a3e-4c2c-9a25-bc37c6298b95,2026-05-20T03:23:00+00:00,bac2cae7-95a2-4eb4-96b4-ab3202cd457c,Le Hoang Nam,0433497411,Thua Thien Hue,16.455961,107.590448,"Duong vao con bi ngap nhe, hien tai van an toan.",low,safe_update,0.2749,metadata,synced
47dc53d8-a94f-40e0-bec9-f23b02539e9f,2026-05-20T04:10:00+00:00,6488201d-4f19-4d8e-ac09-8d5746bbb8c8,Bui Thi Mai,0599501846,Thua Thien Hue,16.4578,107.592322,"Duong vao con bi ngap nhe, hien tai van an toan.",low,safe_update,0.3198,metadata,synced
8d899b41-e8c8-4de1-a935-a20cb39395dc,2026-05-20T06:02:00+00:00,8979eb88-4ee8-4ef2-acd4-47d939e6296a,Vo Minh Khoa,0866949781,Thua Thien Hue,16.45824,107.587739,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,irrelevant,0.4337,full,pending
1b7d1443-c2dd-4d13-aaf8-a7ee8acb6e83,2026-05-20T04:47:00+00:00,d3cbe441-3e49-4ef3-b6b0-b808456a86ea,Vo Minh Khoa,0849625201,Thua Thien Hue,16.461001,107.588034,"Nha dang bi ngap mot phan, can ho tro di chuyen.",medium,need_supplies,0.511,metadata,synced
c6cdef2f-9a6a-4b39-a521-866f8119b05a,2026-05-20T03:11:00+00:00,02ead3db-6fec-42ff-a424-d3ebbad4f685,Bui Thi Mai,0948412328,Thua Thien Hue,16.458414,107.593246,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,urgent_rescue,0.6416,full,synced
38ec87b4-b757-4974-8af8-69b7c18a4420,2026-05-20T04:05:00+00:00,77639445-4daa-494e-ac95-98ced8e6a383,Le Hoang Nam,0823041121,Thua Thien Hue,16.459051,107.592662,Can ho tro khan cap vi nuoc dang len rat nhanh.,high,need_supplies,0.6219,full,pending
fd673205-18d4-4e53-8367-316abb9b2308,2026-05-20T05:01:00+00:00,daced42a-4594-4228-b04c-b76ea68a8af3,Dang Ngoc Anh,0865767881,Thua Thien Hue,16.453621,107.590358,"Duong vao con bi ngap nhe, hien tai van an toan.",low,irrelevant,0.4088,full,synced
6e288fb6-1bb1-4b94-a867-1ec3b0099d27,2026-05-20T04:42:00+00:00,2a8f38ce-2c0b-4396-93dc-604c6adca84c,Bui Thi Mai,0949613214,Thua Thien Hue,16.458099,107.595295,"Khu nay ngap nang, can cuu ho gap, co nguoi mac ket.",high,urgent_rescue,0.7092,full,pending
0e8cab35-e39d-4a15-bf61-817f9e9f1c48,2026-05-20T03:28:00+00:00,5b5feecd-1af4-4161-9709-fb975293743d,Hoang Gia Bao,0984801233,Thua Thien Hue,16.454588,107.595772,"Cuu voi! Nuoc vao toi mai nha, can nguoi den ngay.",high,need_supplies,0.6567,metadata,pending
